content,video_title,timestamp
今天雨好大。台风雨,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
Z打伞怎么了？就算是公司接待友商也会帮忙打伞啊，敏感肌又犯了？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
小马智行,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
'靠背，馆长你要不要这么可爱,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
有林肯的,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
记住这句话,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈哈，想起了speed,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	吓尿了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
你是真的快,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3鬼阿！是鬼在转方向盘，大陆有鬼阿！,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	下雨了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3摄影师是青鸟嘛，对着屏幕都不对，干,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
'其实是有人穿着隐身衣在开啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
导播赶紧切镜头啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
是不是你再说脏话,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!小马已经运行很多年了。,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
车：馆长骂我,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
'我就喜欢馆长大惊小怪的样子,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
*肯定要考虑多种状况，必须要有,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雷克萨斯？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
速度还很快,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
挤啥，超载会被罚死,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
馆姥姥进大观园 哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
这次是真的ai,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!可以照一下面前的屏幕呀,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
可以搜集台湾岛军机,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
全速怕什么怕,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雨刷的作用是？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
跟萝卜比怎么样,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
-人是带路的当然打伞啊，有啥问题,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
说请让让我,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
-雨刮是用来给车内摄像机拍摄用的,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哎哟喂呀！,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$他是在对阿馆你说不要骂我,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
摄像小哥醒醒,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
脑袋尖尖的这里,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
北京亦庄用的林肯,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
B发展中国家都有，某些发达地区应该遍地都是的吧,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
前面馆长有要打,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
见鬼了啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
快是很快怎么越来越短,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
E摄影师真的对画面不敏感，道路都不会拍，还要提醒,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
#哈哈哈 管的好 叫你脏话多,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
*后面三个人又没超载。。就是挤,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
触发雨刮自动传感器了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
会不会湿了吓得,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
1青鸟：假的啦 这是后台有人遥控的啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$这个好像只有美国和中国有,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
q,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈，不要抖,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
原来如此,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
x雨刮就是一个氛围感。实际上座舱弄成一个密闭盒子也不影响行驶，但关键是没人敢坐啊！,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
H我在武汉经常坐萝卜，现在萝卜都在武汉学会加塞了- -,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
6每次看都会觉得牛逼且诡异，哈哈哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
给行车记录仪吧,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
先系安全带,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!摄影镜头可以拉上去点吗,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
小宇道歉,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
这玩意儿有后台监控的,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
%真有节目效果 活该他是网红,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
1摄影师低级 拍最没科技含量的方向盘,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
9他们用的摄影机很重，所以机位没那么自由,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
E这个摄影师真的还要馆长手动帮它转镜头，太业余了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3G???,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
看完一集接下一集,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哎呦喂呀！,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$我干四千加人兄弟们我来啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
可以没有安全员？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
摄像应该坐在副驾驶拍,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
"""我也还没做过好好玩 哈哈",BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!摄影师真的一点都不灵醒,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!副驾驶位是个大玩偶吗？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
9我在武汉第一次坐萝卜也是这个反应哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
Q不开你啥也看不到不又无聊吗，青不愧是青鸟啊，双标又能装,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雷克萨斯,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
他说你说话很机车哎,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
赞啦Ai大懒觉,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雷克萨斯…怎么回事,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
Q小马没武汉的萝卜猛感觉，我坐萝卜它都加塞超车老牛逼了。,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
两岸靠声啼不住,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
?这玩意儿第一次坐都很忐忑，毕竟驾驶座没有人,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
B这直播到底是播给台湾看的还是给大陆看的…醉了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
这个小姐姐漂亮,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
难怪,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
/前面驾驶舱  感觉没有萝卜快跑简约,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
<这些都是假的啦，有小朋友在发动机舱拉车啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	客人呐,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
《不会》,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	可爱捏,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
T刚才馆长也说自己大伞，然后这些接待还是帮打，算商务礼仪啦,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3车内也可能有摄像头，为啥说雨刷没用,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
小马哈哈哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$武汉萝卜快跑，运营几年了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
r其实是假的啦，是我在后台远程操控车辆啦，淦！我们还有一键自爆功能，青鸟怕不怕,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
阿飘在开车,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
6我不知道这个摄像现在是想让我们看什么,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雨刮器没有用？万一出现危险情况你人还可以看见有反应 不然你在里面等死啊？真的有挠子吗你们？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
台风来了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
还是speed的摄影师专业,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
E谁告诉你雨刷没用的，全是水会影响电子感应敏感度,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
"可我是1啊",BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
这胳膊想带了两个袖套,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$台湾日本都是后排系安全带,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
N看了深圳行 我只能说这个摄像的就是个业余的 不会转镜头 ,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
?馆长这里要是用手机播，让讲解一起上车就好了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
太大支了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
馆长这有c吧,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!我还以为要吃腾讯食堂呢,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
5听说徐某某在腾讯外面堵馆长  是真的吗,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
你别害怕,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
笑死，3g什么鬼,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈，无缝连接,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
6青岛们无聊吗？无聊就去开你们的机车了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
*此时，就不能拍一下车内情况吗,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3那这种隐形衣的技术可比自动驾驶高啊,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
-馆长说“我恐高又不是恐高科技”,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!系安全带会不会不好逃走,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3我来一键三连了，看的真爽，都不用停,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
*馆长现场转播，甘霖酿…哈哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
副驾驶不能坐人,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
就是要用外国进口车,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
*很多车型，估计为了找通用方案,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
'错啦，其实司机穿了隐身斗篷,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
雷车RX呢。。40多万？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!神人摄影，镜头转一下啊,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
台媒:遥控的啦！,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
哈哈哈，乡巴佬进城了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
'这个摄像怎么不拍拍车内全景,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
馆长吓死了，哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
o花里胡哨的，啥用没有，好几年了，也就在那个小圈子里待着，上海我怎么没见啊？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
舘长換攝影师,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
6好像雷克萨斯的抓地虎就是这风格的前脸,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$摄像是真不行，敏感度不够,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
7肯定是有人啦，不然雨刮器挂什么啦。doge,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
5000+,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
7无人公交都有了 而且还运行了一段时间了,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
QQ,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!记住这个笑脸和“不会”,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$胸上打蝴蝶結是什麼意思？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
有点恐怖,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
不是，你开什么雨刮,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
H其实这个用传感器测距离然后控制速度比人的直觉安全,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
《不会》,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
刚刚还说不怕 哈哈,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
3G？,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
$这导播和摄像属实业余……,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
9深圳后排也要系安全带，不然被拍会被罚款,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
72077更新的那个自动驾驶还不如我们这边的,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
",不能挤，挤了开不走。ai会判定的",BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
!上海没有无人驾驶出租车,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
E这些所谓的科技啥用没有。。我说真的，根本不实用,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
	3g ……,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
-萝卜已经学坏了，芍萝卜变拐萝卜,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
揭露时代,BV1f7b6zPESj | 馆长8.14深圳行④，体验无人驾驶出租车：哎哟喂呀，第一次坐，真是吓死我了好不好？,
